Default,Age,ActiveLoans,Due90Days,RealEstateLoans,CrLineUtilization
0,56,9,0,2,-3.47054746
0,56,6,0,0,-4.677740879
0,60,8,0,1,-5.278514739
0,70,17,0,1,-4.319991244
0,43,7,0,0,-1.891137913
0,45,15,0,1,-3.509896799
0,75,11,0,0,-1.184823985
0,26,4,0,0,-0.130108685
0,31,3,0,0,-0.142831649
0,73,9,0,0,-2.517016704
0,39,5,0,0,-1.752731082
0,65,14,0,2,-4.990832667
0,39,13,0,3,-3.630610546
0,71,11,0,1,-2.67800608
0,47,8,0,2,-2.935578351
0,40,4,3,0,0.074921927
0,35,9,0,2,-2.05494407
0,55,4,0,1,-1.969432312
0,49,17,0,2,-2.167180456
0,72,2,0,0,-3.134994341
0,59,11,0,1,0.133568892
0,77,6,0,1,-1.969432312
0,71,5,0,0,-0.713758134
0,43,6,0,0,-3.280751229
0,63,1,0,0,0.464614132
0,44,10,0,0,-3.496607566
0,35,5,0,1,-1.832581464
0,47,5,0,1,-0.325037859
0,39,6,0,0,-1.286268047
0,38,10,0,0,-7.60090246
0,53,12,0,2,-0.388607991
0,48,7,0,1,-2.107018309
0,35,5,0,0,-0.549220012
0,50,4,0,2,-0.014707629
0,45,7,0,0,-3.516608233
0,66,8,0,0,-0.004008021
0,36,3,0,0,-1.00103196
0,69,11,0,0,-2.985781943
0,91,5,0,0,-1.969432312
0,69,1,1,0,0
0,40,8,0,2,-2.650725134
0,29,3,0,0,-4.465408244
0,47,4,0,1,0.037295785
0,57,10,0,1,-1.969432312
0,25,0,2,0,0
0,55,8,0,2,-3.151217176
1,44,1,1,0,0
0,62,7,0,0,-6.165817934
0,56,7,0,2,-2.871746294
0,89,5,0,0,-4.268697949
1,30,1,0,0,0.534444489
0,66,16,0,1,-1.669718843
1,29,1,0,0,0
0,33,2,0,0,-4.358310108
0,65,6,0,0,0
0,75,7,0,1,-2.77900929
0,63,5,0,0,-3.902072675
0,51,12,0,2,-6.377127028
0,58,7,0,1,-0.06720875
0,70,15,0,2,-3.267540997
0,39,8,0,1,-2.067512971
0,31,6,0,0,-1.969432312
0,50,10,0,2,-0.43912531
0,67,8,0,0,-1.969432312
0,54,15,0,1,-1.997308712
0,30,10,0,1,-0.793409602
1,46,19,0,1,-0.259937212
0,47,7,0,2,-0.664559724
0,79,7,0,2,-3.184474398
0,79,10,0,0,-1.969432312
0,50,26,0,14,-0.250771718
0,51,10,0,2,-2.497384171
1,42,0,98,0,0
0,51,2,0,0,0
0,35,3,0,0,-0.69174816
0,70,10,0,2,-1.223835433
0,63,7,0,2,-2.645075402
0,50,2,0,0,-1.969432312
0,60,19,0,2,-2.871746294
0,67,10,0,1,-1.538047916
0,34,12,0,2,-0.958415658
0,68,8,0,0,-5.02068563
0,40,3,0,1,-1.798784084
1,62,2,1,0,0.142974169
0,27,4,0,0,0
0,37,12,0,0,-5.776353167
1,47,6,0,0,-0.182841692
0,60,8,0,0,-1.775492497
1,37,3,1,0,-0.206901176
0,70,9,0,0,-2.326877786
0,57,8,0,1,-0.347149031
1,45,7,0,1,-0.2569589
0,43,6,0,1,-3.244193633
0,51,16,0,2,-1.207980826
0,22,2,0,0,-1.969432312
0,57,8,0,2,-0.069457265
0,62,5,0,0,-0.798063351
0,58,5,1,0,0.780700078
0,49,2,2,1,-0.004008021
0,56,21,0,1,-0.514164525
0,55,9,0,2,-2.89498237
0,49,8,0,0,-1.872102222
0,47,2,0,0,0.148333795
1,84,15,0,2,-0.778705069
0,50,8,0,1,-1.177980224
0,56,6,1,0,-2.264326381
0,50,6,0,0,-1.406497068
0,77,2,0,0,-5.683979847
0,44,9,0,0,-6.119297919
1,29,5,0,0,-0.151288114
0,63,11,0,2,-1.911218909
0,56,7,1,2,-3.123565645
0,67,8,0,3,-2.253794929
0,55,21,0,1,-1.059295426
0,74,6,0,0,-3.973898409
0,58,20,0,2,-0.216043814
0,45,5,0,1,-2.793608089
0,61,10,0,0,-3.313186504
0,58,19,0,0,-3.267540997
0,31,4,0,1,-0.83378951
0,46,11,0,2,-0.172688108
0,44,2,0,1,-0.099047154
0,46,4,0,0,0
0,42,5,0,2,-0.42617815
0,85,3,0,0,-2.059638914
0,46,11,0,1,-2.345492594
0,72,6,0,1,-1.784982485
0,39,9,0,1,-0.056041391
0,38,11,0,2,-1.957577954
0,42,7,0,1,-0.005414633
0,60,3,0,0,-1.745257636
0,67,13,0,1,-3.11903049
0,45,8,0,1,-2.739540868
0,39,5,0,0,-0.747814582
0,51,10,0,1,-0.594750859
0,62,16,0,3,-3.411247718
0,66,2,0,0,-4.199705078
0,57,11,0,2,-1.142877705
0,78,6,0,0,-5.167289104
0,62,10,0,0,-1.058142356
0,40,2,0,0,-1.287716798
0,80,3,0,0,-4.342805922
1,54,12,0,1,-1.446893983
0,73,13,0,2,-2.75986995
0,55,7,0,1,-2.496169842
0,65,13,0,1,-2.878838522
0,54,3,0,1,-1.969432312
0,53,14,0,1,-0.763355076
0,77,5,0,1,-1.969432312
0,53,13,0,2,-1.698815724
0,52,3,0,0,-2.537042404
0,60,6,0,0,-2.767800206
0,34,9,0,1,-0.069993372
0,59,3,0,0,-1.969432312
0,35,0,0,0,0
0,30,9,0,0,-0.076341233
0,45,5,0,1,0
0,69,5,0,0,-4.122744037
0,53,15,0,2,-0.14363945
0,27,8,0,0,-3.649658741
0,51,9,0,1,0.007571265
0,63,7,0,1,-3.343872315
0,42,7,0,1,-0.895508193
0,75,5,0,1,-1.969432312
0,38,10,0,0,-2.583622623
0,30,10,0,0,-1.248621556
0,29,10,0,0,-1.112914073
0,70,14,0,1,-2.595614772
0,51,16,0,1,-0.94160854
0,28,4,0,0,-0.519866368
0,49,3,0,0,-3.061872076
0,69,3,0,0,-2.909554577
0,45,6,0,0,-1.969432312
0,64,2,0,0,-1.969432312
0,53,24,0,3,-1.969432312
1,61,11,0,0,-1.918684163
0,72,7,0,1,-3.968593357
0,55,11,0,3,-0.13159042
0,62,9,0,1,-6.377127028
0,44,3,0,1,0
0,58,2,0,0,-2.392509801
0,38,12,0,2,-0.318966362
0,33,8,0,2,-1.197328262
1,76,6,1,3,0.028295869
0,42,4,3,1,0
0,78,4,0,0,-3.742280231
0,68,14,0,2,-4.422848629
0,63,15,0,2,-1.471852249
0,58,3,0,1,-4.803621125
1,41,3,0,0,-0.413850165
0,52,12,0,0,-2.183025858
0,61,5,0,1,-2.583622623
0,75,18,0,1,-3.051244983
0,76,4,0,0,-1.969432312
0,45,9,0,1,-1.422543494
0,41,6,1,0,-0.997771974
0,58,12,0,2,-0.59747343
0,64,14,0,2,-3.872802292
0,35,1,0,0,-8.517193191
0,37,23,0,1,-0.991014278
0,67,11,0,1,-2.162823151
0,40,3,0,1,-2.926206211
0,38,7,0,1,-1.969432312
0,71,6,0,0,-3.844364357
0,55,21,0,2,-0.027268427
0,45,2,0,0,-2.004705196
0,71,8,0,0,-3.275446176
0,40,3,0,0,-2.646484845
0,45,8,0,1,-0.776094101
0,30,6,0,0,-1.335981547
0,33,4,0,1,-4.879607032
0,42,10,0,0,0.300845059
0,38,5,0,1,-2.230264431
0,82,6,0,1,-0.461242124
0,88,2,0,0,-2.73029581
0,55,12,0,2,-3.009831198
0,59,5,0,0,-1.826350914
0,63,6,0,2,-1.969432312
0,48,9,0,2,-0.24538916
0,63,3,0,1,-1.183516796
0,30,3,0,0,-0.781978394
0,47,12,0,1,-1.083526651
0,32,5,0,1,-5.449140256
0,86,2,0,0,-1.969432312
0,54,9,0,1,-0.557742544
0,69,7,0,1,-1.885850393
0,22,1,0,0,0
0,61,4,0,0,-3.160606917
1,75,1,0,0,-1.538979449
0,67,6,0,1,-0.602758181
0,44,14,0,0,-0.943405024
0,28,2,0,0,-1.969432312
0,48,15,0,0,-1.969432312
0,60,9,0,2,-0.328226328
0,59,10,0,1,-1.407313728
1,44,8,7,0,0
0,50,7,0,1,-0.752684893
0,66,13,0,2,-1.92004749
0,40,6,0,3,-5.878135862
0,37,2,0,0,-0.183682482
0,62,5,0,1,-6.265901393
0,64,18,0,1,-1.231686643
0,64,7,0,0,-3.017977883
0,65,16,0,1,-7.418580903
0,74,11,0,0,-4.919880931
0,53,6,0,1,-0.316630394
0,41,10,0,1,-2.591601388
0,28,2,1,0,-0.725257234
0,50,5,0,0,-1.585233224
0,62,13,0,2,-0.958676448
0,80,5,0,0,-2.02722867
0,29,5,0,0,-2.451085101
1,42,4,1,0,-0.807660567
0,33,1,0,0,-4.268697949
1,54,15,0,0,-1.352859585
0,46,8,0,2,-8.517193191
0,92,6,0,0,0
0,51,6,0,1,-0.362836746
1,30,4,0,0,-0.471604911
0,31,0,0,0,0
0,36,15,0,0,-3.259697819
0,30,7,0,1,-1.135380013
0,52,6,0,0,-3.264919763
0,62,4,0,0,-2.679462744
0,74,8,0,0,-3.738069698
0,62,13,0,1,-1.779040697
0,52,7,0,2,-1.225196441
0,45,7,0,1,0
0,74,7,0,1,-3.942482213
0,57,11,0,2,-1.593072558
0,43,9,0,2,-2.673648774
0,51,9,0,1,-2.304587096
0,46,2,0,0,-0.141102841
0,36,7,0,0,-2.645075402
0,67,15,0,1,-1.351313392
0,50,9,0,2,-4.193060535
0,84,4,0,0,-5.952243834
0,53,14,0,0,-0.899925378
0,66,12,0,3,-2.997734276
0,36,13,0,2,-2.806766174
0,43,9,0,0,-0.664559724
0,58,10,0,0,-1.448595387
0,83,12,0,0,-2.249992643
0,40,12,0,4,-1.969432312
1,59,10,0,3,-4.335143049
0,58,7,0,1,-3.208925494
0,38,11,0,1,-0.141563564
0,48,4,0,1,-1.73556819
0,53,6,0,2,-3.123565645
0,51,14,0,2,-0.021734492
0,66,4,0,1,-1.282655326
0,60,2,0,0,-3.262305383
0,50,9,0,2,-0.408118626
0,33,12,1,0,0.051833149
0,27,8,0,1,-0.341927087
0,44,4,0,1,0
0,59,9,0,0,-2.924342277
0,40,8,0,1,-0.187414504
1,38,7,0,1,-0.020917248
0,47,4,0,0,-2.229334631
0,46,20,0,1,-2.352826309
0,64,19,0,1,-2.423623421
0,66,2,0,0,-6.645391015
0,35,12,0,1,-1.086486109
0,59,5,0,2,-1.422543494
0,62,17,0,1,-1.099312534
0,55,1,0,0,-1.969432312
0,84,14,0,0,-4.677740879
0,61,6,0,1,-6.319968614
0,32,9,1,0,-2.931818948
0,48,2,0,0,-1.969432312
0,48,6,0,2,-0.449416996
0,47,8,0,2,-3.024131748
0,34,5,0,1,-1.274037679
0,64,11,0,1,-3.776618368
0,52,9,0,1,-3.721402646
0,70,33,0,0,-5.403677882
0,55,15,0,2,-1.202307525
0,51,16,0,2,-0.591674212
0,59,6,0,0,-3.738069698
0,54,9,0,0,-3.414282621
0,88,4,0,0,-1.969432312
1,41,6,5,1,-4.688551795
0,39,5,0,2,-4.135166557
0,39,6,0,2,-1.91189527
0,55,18,0,3,-1.438430116
0,59,2,0,0,-2.05650657
0,53,8,0,1,-3.162968193
0,61,7,0,2,-0.063792133
0,61,17,0,0,-1.899790213
0,28,2,0,0,0
0,79,12,0,0,-3.759301918
0,59,12,0,1,-4.154094567
0,58,30,0,0,-1.635781888
0,55,13,0,1,-4.892852258
0,61,14,0,2,-2.185691342
0,45,3,0,1,-3.554348561
0,54,11,0,1,-2.782235099
0,73,5,0,0,-3.036554268
0,64,12,0,2,-4.828313737
0,58,12,0,1,-0.874908894
0,54,1,0,0,0
0,33,10,1,1,-0.336312249
0,64,6,0,3,-2.199126385
0,65,8,0,2,-0.623807702
0,57,6,0,0,-0.487760351
0,58,7,0,0,-0.165936528
0,36,5,0,2,-0.000300045
0,73,1,3,0,0
0,72,11,0,0,-3.208925494
0,53,10,0,2,-4.645992181
0,46,8,0,2,-0.912298711
0,66,2,0,0,0
0,31,3,0,0,-1.383897237
0,28,6,0,2,-1.232372279
0,74,10,0,2,-3.81217767
0,67,9,0,1,-1.969432312
0,32,8,0,1,-3.064011114
0,44,6,0,2,-1.969432312
0,59,11,0,2,-3.429596856
0,47,4,0,0,-5.914503506
0,64,9,0,2,-0.86441011
0,59,4,0,0,0
0,56,8,0,0,-1.476656801
0,35,13,0,1,-1.014179233
0,27,9,0,0,-2.179482896
0,42,4,0,0,-1.969432312
0,75,2,0,0,0
0,71,6,0,1,-2.167180456
1,73,10,0,2,-0.661842331
0,46,8,0,1,-1.313415716
0,63,13,0,0,-2.73029581
0,57,6,0,1,7.404887576
0,68,7,0,1,-3.003764445
0,75,14,0,1,-3.86800612
0,38,4,0,0,-0.710089901
0,78,32,0,0,-3.038639775
1,50,22,0,2,-1.3919101
0,62,13,0,0,-0.405415109
0,32,0,0,0,0
0,71,7,0,1,-2.292634762
0,54,6,0,2,-2.085862109
0,42,14,0,3,-4.575611384
0,84,4,0,0,-7.013115795
0,43,6,0,0,-3.645819965
0,71,4,0,0,-1.969690678
0,52,27,0,13,-2.952672784
1,55,5,7,0,1.07339704
0,47,4,0,0,-0.206655234
0,64,1,0,0,-1.969432312
0,74,3,0,0,-4.699480865
0,56,13,0,3,-5.221356325
0,41,6,0,2,-0.378190466
0,75,3,0,1,-6.377127028
0,37,11,0,1,-3.066154738
0,48,13,0,2,-0.957633695
0,30,9,0,0,-0.007125325
0,63,8,0,1,-3.575550769
0,44,14,1,1,0.044973366
0,45,7,1,4,-1.969432312
0,57,4,0,0,-2.987764104
0,38,4,0,1,-2.11943055
0,56,10,0,1,-0.568807906
0,46,9,0,0,-0.734385929
0,42,11,0,0,-1.20764621
0,53,10,0,2,-1.302320927
0,36,9,0,2,-1.657578288
0,33,6,0,0,-3.21140381
0,56,9,0,2,-1.233058385
0,42,10,0,1,-2.624168717
0,60,8,0,1,-2.869981068
0,56,21,0,0,0.058551887
0,24,3,0,0,-0.025010163
0,42,11,0,2,-1.810330855
0,44,12,0,1,-2.314657674
0,48,6,0,1,-2.007679175
0,56,15,0,3,-1.100514096
0,53,20,0,2,-0.045101974
1,39,10,0,2,-1.139121832
0,43,5,0,1,-0.353252237
0,80,3,0,0,-3.789805373
0,49,6,0,1,-1.535258514
0,75,6,0,1,-4.160484365
0,24,6,0,0,-0.668454568
0,32,4,0,0,-2.039451893
0,42,13,0,1,-0.618596449
0,79,5,0,0,-3.132698129
0,43,13,0,3,-1.170215708
0,54,11,0,1,-2.739540868
0,64,11,0,0,-3.526760605
0,59,11,0,0,-2.051048467
0,40,7,0,1,-0.349273828
0,37,2,0,0,-0.174353387
0,48,13,0,2,-0.857314527
0,29,9,0,0,-0.712533894
0,35,11,0,0,-0.829196025
0,72,7,0,2,-0.510825624
0,64,7,0,1,-3.146555163
0,54,6,0,1,-1.389098288
0,70,10,0,0,-4.057048777
0,39,9,0,1,-3.057607677
0,33,7,0,1,-1.14538948
0,58,23,0,1,-1.712024501
0,60,8,0,1,-0.58554917
0,47,20,0,4,-0.252701104
0,29,14,0,2,-1.641961104
0,45,7,0,0,-1.257022025
0,55,13,0,2,-3.165335058
0,64,5,0,1,-0.963120319
0,51,8,1,1,-0.683394889
0,62,12,0,0,-3.952845
0,39,3,0,1,-1.750425606
0,67,8,0,1,-4.688551795
0,59,5,0,2,-2.710553331
0,52,4,0,1,-1.345536369
0,39,6,0,1,-0.045415864
0,41,11,0,1,-1.536187451
0,43,8,0,2,-0.850034936
0,56,15,0,2,-0.923818998
0,66,9,1,3,-5.496768305
0,62,10,0,1,-0.073108472
0,72,8,0,0,-2.54338358
1,67,10,0,0,-1.669718843
0,60,13,0,1,-3.53358657
0,41,5,0,1,-1.379517377
0,68,8,0,2,-2.909554577
0,31,0,0,0,0
0,48,0,98,0,0
0,25,6,0,0,-2.685310714
0,59,6,0,1,-2.207274913
0,40,2,0,1,0
0,52,10,0,1,-3.338222583
0,50,13,0,2,-1.969432312
0,42,5,0,2,-0.035109177
0,72,9,0,2,-2.100460909
0,28,2,0,0,-0.108922407
0,31,13,0,0,-1.165714092
0,60,12,0,2,-6.377127028
0,67,7,0,0,-0.848632083
0,38,9,0,0,-0.983232138
0,49,4,0,0,-8.111728083
0,51,6,0,2,-1.981226494
1,42,3,1,1,0
0,34,7,0,0,-4.319991244
0,51,8,0,1,-1.420885806
0,54,8,0,1,-1.244100595
0,59,9,0,0,-2.752002089
0,61,10,0,1,-1.727095956
0,39,5,0,1,-2.1680542
1,46,19,0,2,-1.485451933
0,66,8,0,1,-0.599292605
0,50,7,0,1,-3.872802292
0,51,12,0,2,-4.815891217
0,61,14,0,2,-1.667596827
0,91,7,0,0,-7.824046011
0,50,2,0,0,-2.48410697
0,30,4,0,0,-0.934454703
0,56,14,0,2,-1.809109108
0,56,1,0,0,-1.969432312
0,49,13,0,1,-2.281802554
0,64,7,0,0,-0.805420423
1,40,9,0,2,-2.791975436
0,49,20,0,3,-1.69936262
0,46,5,0,2,-2.747310915
0,41,4,0,0,-0.228407381
0,39,2,0,0,-4.815891217
0,34,9,0,2,-0.726910811
0,65,10,0,1,-1.666537504
0,39,11,0,2,-2.150722744
0,36,1,0,0,-3.11226609
0,39,4,0,1,-3.709082161
0,54,10,0,1,-3.051244983
0,67,29,0,2,-1.54928399
0,70,5,0,0,-7.013115795
0,75,20,0,1,-3.341043459
0,26,11,0,0,-1.777265023
0,62,8,0,0,-1.509592577
0,51,11,0,3,-7.264430223
0,28,6,0,1,-0.353252237
0,91,3,0,0,-2.861201381
0,57,3,2,2,0
0,60,8,0,2,-1.810330855
0,46,4,3,0,-0.370049703
0,70,26,0,2,-2.227477621
0,28,3,0,0,-2.279845606
0,53,10,0,2,-2.790345444
0,57,6,0,1,-0.086320706
0,39,4,0,1,-2.73029581
0,45,6,0,0,-2.950758908
0,31,13,0,2,-2.772588722
0,78,1,0,0,-1.969432312
0,38,3,0,0,-1.969432312
0,27,7,0,0,-6.032286542
0,76,13,0,1,-3.79869432
1,58,3,2,0,-0.727738625
0,54,7,0,2,-2.279845606
0,55,9,0,3,-4.906275279
0,50,14,0,0,-1.979777219
0,58,1,0,0,0
0,43,9,0,3,-4.09234656
0,50,8,0,1,-0.676093426
0,58,6,0,0,-0.405715139
0,42,5,0,2,-1.969432312
0,42,6,0,1,-0.374838915
0,66,10,0,1,-1.610939039
0,29,1,0,0,0
0,64,11,0,1,-2.014403146
0,68,4,0,1,-1.969432312
0,66,11,0,1,-0.15455076
0,52,9,0,1,-4.803621125
0,71,12,0,0,-3.554348561
0,46,22,0,4,-0.501535577
1,30,5,0,0,-0.854725376
0,44,1,0,0,0
0,40,4,0,1,-1.416753569
0,60,17,0,1,-2.018158313
0,80,4,0,1,-3.42651519
1,32,7,0,1,-0.081535488
0,24,9,0,1,-0.992092445
0,56,6,0,1,-1.401204974
0,60,16,0,2,-5.546778726
0,59,10,0,2,-1.269756545
0,68,7,0,1,-0.380236054
0,71,25,0,1,-5.496768305
1,26,7,0,0,-1.085301275
0,50,18,0,2,-5.36019277
0,48,7,0,1,-3.830443018
0,42,3,0,1,-1.969432312
0,67,7,0,0,-3.445149269
0,48,13,0,1,-0.880923588
0,64,5,0,0,-2.763034509
0,37,19,0,1,-1.491654877
0,53,7,0,2,-2.241489994
0,61,8,0,1,-1.776673832
0,63,2,1,0,0
0,36,11,0,1,-2.999740295
0,77,12,0,1,-2.301585593
0,58,16,1,1,-0.260326342
0,71,4,0,2,-1.969432312
0,41,8,0,1,-1.462311848
0,39,9,0,3,-3.503230107
0,57,10,0,1,-3.10554714
0,61,10,0,2,-5.318520074
0,59,12,0,2,-0.095850326
0,56,6,0,1,-1.763755273
0,80,42,0,0,-3.887330393
0,51,11,0,2,-2.409057338
0,24,0,0,0,0
0,68,6,0,2,-4.213128098
0,57,3,0,0,-3.151217176
0,34,3,0,0,-0.892330094
0,62,6,0,0,-2.60775248
0,37,4,0,1,0
0,70,13,0,0,-2.913231052
0,65,10,0,0,-4.116590171
0,57,6,0,1,-1.84010973
0,55,3,0,1,-0.030665414
0,47,6,0,0,-1.969432312
0,55,12,0,2,-2.302585093
0,46,6,0,2,-0.224769873
1,33,4,1,0,-0.057523186
0,96,1,0,0,0
0,60,10,0,1,-3.074775481
0,54,7,0,0,-1.721487416
0,57,5,0,1,-3.523365016
0,82,15,0,0,-2.782235099
0,34,6,0,2,-3.055482278
0,24,2,4,0,0.358233728
0,56,9,0,1,-0.564753966
0,50,19,0,6,-1.081165375
0,85,4,0,0,-4.297685486
0,57,3,0,0,-4.23360663
0,61,14,0,0,-3.673006105
0,68,12,0,3,-2.413516654
0,46,5,0,0,-4.135166557
0,63,24,0,2,-1.969432312
0,63,6,0,0,-3.493312671
0,25,3,0,0,-1.364532869
0,52,8,0,2,-5.02068563
0,73,9,0,1,-2.590267165
0,26,0,0,0,0
0,27,3,0,0,-1.237529588
0,53,11,0,0,-2.388142981
0,40,19,0,1,-1.826972225
1,29,8,0,1,-1.966827397
0,57,11,0,1,-1.680397001
0,55,14,0,1,-5.713832811
0,83,1,0,0,0
0,27,6,0,0,-1.116878097
0,51,10,0,1,-1.969432312
0,69,6,0,0,-1.969432312
0,41,7,0,1,-1.969432312
0,56,6,0,2,-2.653562016
0,45,12,0,1,-2.383795148
0,30,3,2,0,0
0,70,8,0,1,-4.327538449
0,65,12,0,2,-0.452871231
0,57,14,0,3,-1.391507928
0,67,6,0,2,-1.003483944
0,69,2,0,0,-5.449140256
0,31,5,0,1,-1.948413279
0,63,13,0,0,-4.414549826
0,52,21,0,0,-0.838404193
0,26,3,0,0,-0.863224011
0,67,3,0,0,-7.013115795
1,45,4,1,0,-1.313043899
0,62,12,0,0,-5.149897361
0,57,9,0,1,-0.272596435
0,51,8,0,1,-3.369698715
0,29,1,0,0,-1.969432312
1,62,5,2,0,-3.858482239
0,55,16,0,2,-4.022954566
0,48,5,0,0,-1.969432312
0,64,10,0,1,-2.966173471
0,56,12,0,3,-0.55321134
0,33,4,0,0,0
0,38,9,0,0,-2.016654554
0,64,3,0,1,-3.530167763
0,39,6,0,2,-0.012781334
0,55,7,0,1,-2.790345444
0,38,4,0,1,-1.969432312
0,37,4,0,0,0
0,69,11,0,1,-1.313415716
0,47,11,0,2,-0.84397007
0,37,4,0,1,-0.098826354
0,43,10,0,1,-0.199793303
0,47,5,0,1,-5.626821434
0,60,28,0,3,-4.906275279
0,68,7,0,0,-4.84089252
0,64,14,0,2,-0.000100005
0,27,1,0,0,-1.969432312
0,65,3,2,1,0
0,67,10,0,1,-3.203987212
0,29,10,0,0,-0.68121861
0,52,3,0,0,-0.477552047
0,62,7,1,0,-1.969432312
0,25,0,0,0,0
0,40,4,0,2,-4.160484365
0,49,5,0,2,0
0,82,7,0,0,-5.991464547
0,37,4,0,1,-0.341504879
0,55,10,0,2,-2.554900022
0,87,4,0,0,-6.032286542
0,82,3,0,0,-3.763603
0,78,6,0,0,-3.04913305
0,54,14,1,0,-1.378326191
1,71,0,0,0,0
0,45,13,0,1,-0.616000971
0,73,11,0,0,-1.969432312
0,46,12,0,1,-2.510840032
0,66,8,0,2,-1.969432312
0,57,10,0,1,-2.73183073
0,59,12,0,1,-1.208985346
0,67,6,0,2,-1.697722827
0,62,13,0,3,-1.977607236
0,59,12,0,2,-2.850766503
0,59,12,0,2,-2.995732274
0,31,3,0,0,-1.969432312
0,35,13,0,1,-0.860146721
0,65,9,0,1,-0.381406843
0,57,10,0,1,-1.499687048
0,71,25,0,3,-4.595219855
0,43,4,0,1,-2.05494407
0,60,13,0,0,-0.320067533
0,59,9,0,2,-5.776353167
0,39,7,0,0,-2.970064527
0,36,8,0,1,-0.563172104
0,84,14,0,0,-2.212744389
1,52,6,0,1,-1.969432312
0,55,4,0,1,-0.299889616
0,34,3,0,0,-1.969432312
0,53,8,0,2,-0.825993094
0,29,7,0,0,-1.127011763
0,30,4,0,0,-0.253731633
0,25,3,0,0,0.034014879
0,41,6,1,1,-0.022552404
0,57,5,0,1,-0.696352312
0,65,12,0,3,-0.803631914
0,81,15,0,1,-1.490766383
0,61,10,0,1,-3.593569274
0,53,9,0,2,-0.651813317
0,47,2,0,1,-5.099466508
0,39,6,0,2,-0.93828075
0,41,12,0,3,-0.885761527
0,26,3,1,0,-1.969432312
0,34,7,0,0,-0.2165404
0,59,8,0,2,-5.318520074
0,64,8,0,0,-2.791975436
0,61,9,0,2,-1.969432312
0,44,7,0,1,-1.893792195
0,49,5,0,1,0
0,55,2,0,1,0
0,43,8,1,2,-0.559490796
0,60,6,0,1,-0.701784374
0,42,3,0,0,-2.722656353
0,63,7,0,0,-1.969432312
0,60,5,0,1,-3.759301918
0,43,14,0,2,-1.28518286
0,48,20,0,3,-1.78557861
0,52,11,0,1,-3.835061964
0,31,10,0,1,-2.084253099
0,75,6,0,0,6.705639095
0,41,11,0,2,-0.459182391
0,27,7,0,0,-1.629130546
0,61,10,0,2,-2.985781943
1,44,4,0,0,-0.18224156
0,60,8,0,2,-2.142168372
0,39,7,0,0,-0.858257701
0,52,9,0,0,-0.019692633
0,37,10,0,1,-1.969432312
0,48,5,0,1,-4.919880931
0,77,8,0,0,-3.490028595
0,57,11,0,1,-3.979231755
0,54,9,0,0,-1.969432312
1,38,14,0,2,0.01439588
1,51,8,0,0,-1.832581464
0,69,9,0,1,-1.969432312
1,66,1,0,0,0.539004834
0,85,7,0,0,-4.080441657
0,34,6,0,0,-0.425718837
0,64,13,0,4,0.127865371
0,57,10,0,1,-1.744112816
0,52,4,0,1,-1.969432312
1,58,10,0,1,-0.060174723
0,83,3,0,0,-3.615628992
0,75,11,0,0,-3.04913305
0,25,5,0,0,-0.542144307
0,36,3,0,0,-2.297597551
0,76,11,0,0,-2.102914898
0,64,11,0,2,-3.582719258
0,49,4,0,1,-1.969432312
0,55,0,0,0,0
0,57,14,0,1,-6.645391015
0,71,9,0,0,-4.22673375
0,38,9,0,1,-1.969432312
1,27,5,0,0,-0.259418607
0,74,12,0,0,-5.878135862
0,74,10,0,0,-2.579656986
0,38,7,1,1,-1.969432312
0,35,3,0,1,-1.969432312
0,63,3,0,0,-3.170085661
0,46,6,0,1,-6.645391015
0,56,9,0,2,-2.907721396
0,52,9,0,1,-1.357901287
0,50,11,0,1,-0.838172953
0,62,0,0,0,0
0,36,5,0,1,-5.599422459
0,85,10,0,0,-5.298317367
0,69,14,0,2,-6.214608098
0,62,12,0,2,-2.763034509
0,79,11,0,0,-3.429596856
0,32,12,0,1,-8.517193191
0,65,4,0,2,-1.077633882
0,35,3,0,0,-0.000700245
0,50,16,0,0,-1.969432312
0,44,7,0,2,-3.315937538
0,38,4,0,0,-2.680921534
1,52,10,4,1,-0.906587956
0,36,5,0,1,-2.27789248
0,24,1,0,0,0
0,44,6,0,1,-0.036560255
0,47,18,0,2,-0.586627337
0,42,8,0,2,-0.260196616
0,40,5,0,1,9.422948621
0,45,8,0,1,-2.434974281
0,52,10,0,3,-0.144910172
0,79,3,0,1,-2.907721396
0,43,7,0,0,-0.850971266
0,40,2,0,0,-1.263369014
0,74,6,0,1,-3.746508567
0,58,19,0,2,-0.484345991
0,56,8,1,0,-0.157824085
0,46,9,0,2,-5.843044542
0,65,5,0,2,-2.098012927
0,41,9,0,0,-0.189587893
0,56,18,0,3,-0.6314878
1,42,17,2,1,-1.381107834
0,46,1,0,0,0
0,53,25,0,1,-2.933696883
0,42,12,0,1,-0.621757184
1,42,16,0,2,-0.740658163
0,49,7,0,1,-3.661264287
0,62,2,0,1,-3.835061964
0,56,19,0,3,-0.241434821
0,29,9,0,0,-0.068492996
0,50,9,0,0,-0.325176277
0,35,7,0,2,-1.102018082
0,49,9,0,3,-1.636809109
0,41,7,0,1,-1.588655373
0,67,13,0,2,-2.676551534
0,63,16,0,1,-1.928954708
0,48,12,0,2,-1.548813291
0,57,6,0,2,-5.449140256
1,56,5,5,1,-2.539574051
0,40,4,0,0,0.020782539
0,88,3,0,0,-1.969432312
0,65,16,0,2,-5.083205987
0,50,9,0,1,-3.53358657
